comment_id,post_id,parent_comment_id,username,text,like_count,created_time
18077131690837676,18074567084014210,,10_january_queen,One two test hello,1,2025-09-09 16:17:49+00:00
18016339832773859,18074567084014210,,meatrust,🔥,0,2025-09-09 16:14:27+00:00
18183332707330496,18074567084014210,,meatrust,Hdhfhfhfjfjfjg,0,2025-09-09 16:14:24+00:00
18038884754443696,18074567084014210,,10_january_queen,😍,1,2025-09-09 16:12:51+00:00
18003519827797548,18074567084014210,,10_january_queen,🙌,0,2025-09-09 16:12:43+00:00
