post_id,caption,media_type,media_url,permalink,created_time,like_count,comments_count
18058262870124615,Voyage de ouf 💯,CAROUSEL_ALBUM,https://scontent-bru2-1.cdninstagram.com/v/t51.82787-15/544985466_18020835737775362_3499132324555331873_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_eui2=AeGKyQ0k7FlomN53KDDRPMi_GpebJx26mloal5snHbqaWnW02EMHsscWk_mOT1ye1qHLoKKZqdJXt0Mqigfw9bOE&_nc_ohc=zESqnD2fyTIQ7kNvwGvCQN9&_nc_oc=AdlnKtspsxQGOLBAslsbqFeOSxYW69eeaqZ9ubV7oTQ076CXmaxENg0kGdTraWYkOP0&_nc_zt=23&_nc_ht=scontent-bru2-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=YN_cSk52vJYQqS-1FLKlpA&oh=00_AfZZpKj42N-lixJr8kQHzQfuPQC1G3h22t1a_BxaugAHOg&oe=68C62FA0,https://www.instagram.com/p/DOY73YSAjHs/,2025-09-09 17:19:06+00:00,0,0
18074567084014210,Belle photo,IMAGE,https://scontent-bru2-1.cdninstagram.com/v/t51.82787-15/544735162_18020827295775362_3862839963486321308_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_eui2=AeG98eQ4-g7WZYwmZWG7rDYvC2EHahu216ILYQdqG7bXou0BS-Cm1SvtNg-fVX3qiIHTUVnB8kP21k3uQHruu8yB&_nc_ohc=wsQi1dit9HYQ7kNvwFG9se9&_nc_oc=Adl6XhlK1WeO-67Wl8wSyCsEVbnDwhjNPrE7k67C4dT603db8E1AEuDR4pI9pVKQFHs&_nc_zt=23&_nc_ht=scontent-bru2-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=YN_cSk52vJYQqS-1FLKlpA&oh=00_AfYUTFm6pH_6gspHeaO2sJP0qavGGXzUyLdXEiGRhVWD6g&oe=68C64963,https://www.instagram.com/p/DOYzOlDApsX/,2025-09-09 16:03:37+00:00,2,8
